# 台词表（Tab 分隔）。同一 dialogueId 多行，按 order 顺序逐句显示。
dialogueId	order	portraitId	en	zh
boss_c3	3	boss_neutral	People who left are doing fine. Some transferred out, some… found other ways to keep contributing. Everyone's accounted for.	走的那些人过得都挺好的。有的去了合作单位，有的……换了个方式继续贡献。反正都有着落。
boss_c4	1	boss_stern	You've been asking around today. Knowing too much isn't good for you — not a threat, advice. Advice from someone who's been around.	你今天到处问了不少人吧？有些事情知道得太多不是好事——这不是威胁，是忠告。一个前辈对后辈的忠告。
boss_c4	2	boss_stern	Everyone here is my child. I wouldn't hurt my own. But disobedient children… need discipline. You understand.	这公司里的每个人都是我的孩子。我不会害自己的孩子。但不听话的孩子……需要教育。你理解吧？
boss_c4	3	boss_stern	Stay away from B2. Renovation down there — safety hazard. If you go anyway, I can't protect you.	别往 B2 去。那下面在装修——有安全隐患。你要非去不可，出了事我可保不了你。
boss_c5	1	boss_stern	Everything you shoot goes through my review. Content that doesn't pass — doesn't leave this building.	你拍的东西我都会过审的。不合适的内容——不会离开这栋楼。
boss_c5	2	boss_stern	I'm saying this for your own good. Look at the bloggers before you — all quiet now. Not because I did anything. They just… came around.	我说这些都是为你好。真的。你看看你来之前那几个博主，现在一个个都不发声了，不是因为我做了什么——是因为他们「想通了」。
boss_c5	3	boss_stern	Wrap up early. Don't make me think… you need to be brought around too.	早点收工吧。别让我觉得……你也需要被「想通」。
hr_c1	1	hr_phone	(on phone) …Yes, tonight's batch has to ship. Can't delay — equipment needs clearing for the next round tomorrow.	（电话里）……嗯，今晚那批必须出仓。不能再拖了，设备明天要腾出来做下一组。
hr_c1	2	hr_phone	(on phone) The influencer? Keep him on the standard route. Lin Cai is escorting. Report anything unusual immediately.	（电话里）……网红那边？让他跟着标准路线走，别让他乱逛。对，安排了林采全程陪同。有任何异常立刻上报。
hr_c2	1	hr_phone	(on phone) …The ones in the know — handle per protocol. You know which protocol.	（电话里）……知情的那几个人——按流程处理。你知道我说的是哪套流程。
hr_c2	2	hr_phone	(on phone) No. Not email. Never email. Use the encrypted channel.	（电话里）……不行，别走邮件。永远别走邮件。用那个加密频道。
hr_c2	3	hr_phone	(on phone) …Lu Yuan? He went to B2? Why wasn't I told? How much did he see?	（电话里）……陆远？他去过 B2 了？为什么没人跟我说？他看到了多少？
hr_c3	1	hr_phone	(on phone) …Don't let the influencer shoot B2. The refine room— …Hello? Oh, nothing, just a compliance walkthrough passing by.	（电话里）……别让那个网红去拍 B2。炼化室那边——（发现你在旁边）哦，喂？嗯嗯……没什么，就是合规巡查路过。
hr_c3	2	hr_phone	(to you) How long have you been standing there? Nothing to hear — just admin work. Boring.	（转头对你）你站这儿多久了？没什么好听的，都是行政工作。无聊的。
hr_c3	3	hr_phone	(on phone, lowered) …You're sure he didn't hear? Fine… speed up tonight. Finish before he leaves.	（继续打电话，压低声音）……你确定他没听到？行……那今晚加快进度，在他走之前必须处理完。
hr_c4	1	hr_phone	(on phone) …Failed units stay by the entrance for now. Kids don't talk — nobody notices a kid squatting on the curb.	（电话里）……失败品就先放门口，不用管。小孩不会说话，也不会有人注意一个蹲在路边的孩子。
hr_c4	2	hr_phone	(on phone) …How's the dog integration going? Fusion rate? …Sixty? Almost done tonight. Owner handled too? Good.	（电话里）……那条狗的进度怎么样了？融合率到多少了？……六十？那差不多了。今晚就能完成。它主人也一起处理了？好。
hr_c4	3	hr_phone	(on phone) …Clean up before the tour hits that floor. Stains on the ground — use the solvent. Yes, the bottle in B2 server room.	（电话里）……参观团到那一层之前务必处理干净。地上的痕迹——用那个溶剂。对，就是 B2 机房里那瓶。
hr_c5	1	hr_phone	(on phone) …No, this influencer can't leave. He knows too much. Add him to tonight's batch. …Not enough slots? Pull the failed schoolgirl and use her spot.	（电话里）……不，这个网红不能放走了。他知道得太多了。把他加进今晚的批次。……什么？不够位置了？那就把那个失败的女学生退掉，用她的位置。
hr_c5	2	hr_phone	(hangs up, sees you) …You're back? I said it's just admin work. If you recorded any of that — you'd better not have.	（挂电话，看到你）……你又来了？我说了，都是日常行政工作。你要是录了音——你最好没有。
tired_c1	1	fang_tired	Is it… morning? I think I just clocked out… yesterday? Or the day before? Dates are all scrambled in my head.	现在……是早上吗？我好像刚下班来着。等等——我是昨天下的班还是前天的？日期在脑子里全搅在一起了。
tired_c1	2	fang_dazed	Three days? Four? This shirt's definitely been on more than three days — you'll smell it.	三天了还是四天了？反正身上这件衬衫肯定超过三天没换了，你闻就知道了。
tired_c1	3	fang_tired	Don't replace me… I mean, don't… replace the toner. The printer toner. Right, the toner.	别换掉我……我是说……别换……硒鼓。打印机的硒鼓。对，我说的是硒鼓。
tired_c2	1	fang_dazed	You know Zhang Wei? Next desk over. Last Wednesday he went to an "efficiency training" on B2. Never came back. Desk's still there, computer still on, water cup dried out.	你认识张伟吗？隔壁工位的。上周三他说要去参加一个「效率提升培训」，地点在 B2。之后就再也没来过。工位还在，电脑还开着，水杯里的水都干了。
tired_c2	2	fang_tired	After Zhang Wei left, a new "Zhang Wei" showed up. Same name, same desk. But the smile's wrong — mouth smiling, eyes empty.	张伟走了之后来了个新的「张伟」。名字一样，工位一样。但他的笑法不对，嘴巴在笑，眼睛里是空的。
tired_c2	3	fang_dazed	If you see two Fang Xiaos in the pantry — tell the new one to get lost. That spot is mine.	要是你在茶水间看见两个方晓——帮我跟那个「新的」说一声，让他滚。那个位置是我的。
tired_c3	1	fang_tired	The schedule says we wrap at six, but I've never seen anyone actually leave at six. The first person who tried… never came back either.	排期表上写着六点收工，但我从来没见过谁真的六点走。最早走的那个人……后来就再也没来过了。
tired_c3	2	fang_dazed	Ask ten people about the efficiency reform, get ten different answers. Only thing they agree on — nobody can explain what changed.	效率改革的事，你问十个人能得到十个不同的答案。唯一共同点是——没人说得清改了什么。
tired_c4	1	fang_tired	Free snacks and coffee in the pantry, everything you want. They call it a perk. I think it's so you never have a reason to leave your desk.	茶水间有免费零食和咖啡，什么都有。他们说是公司福利。我觉得这是不让你有理由离开工位。
tired_c4	2	fang_dazed	If you're shooting B-roll, stay out of the server room. An intern went in last month — filmed something he shouldn't have. He… "transferred" afterward.	你要拍素材的话，别进机房。上次有个实习生进去了——说要拍 B-roll，结果拍到了不该拍的东西。他现在……嗯，「转岗」了。
tired_c5	1	fang_tired	Bad timing — company's doing a round of "optimization." Tense atmosphere. Some people who leave don't come back.	你来的时间不巧。最近公司在搞一轮人员「优化」，气氛特别紧张。有些人走了不会回来的。
tired_c5	2	fang_dazed	B2 has a room with no windows. Machines running during the day, burnt smell at night. They say it's a lab running tests.	B2 有个房间没有窗户。白天能听见机器在响，晚上能闻到一种焦味。他们说是实验室在做测试。
eyes_c1	1	lu_eyes	*rubs eye* …Sorry. Corneas practically melted. Three-day deadline — three bottles of drops in my pocket and it's still not enough.	*揉了揉眼* ……不好意思，角膜都快熬化了。三天三夜的 deadline，兜里揣着三瓶眼药水都不够用。
eyes_c1	2	lu_pain	You're filming? Put my miserable face in there — let the world see how internet companies trade lives for KPIs.	你是来拍纪录片的？把我这副惨样拍进去——让全世界看看互联网公司怎么拿人命换 KPI。
eyes_c2	1	lu_pain	Stare at the monitor long enough and things start moving on their own — like something crawling in the pixels. Workload's so heavy my eyes might actually mutate. Not a metaphor. Probably.	盯久了显示器上的东西会自己动，像素里好像有什么在爬。工作量堆太多了，眼睛怕是要变异了——不是比喻，大概是真的。
eyes_c2	2	lu_eyes	Doctor says if I don't rest my retinas will split. If they do — file a bug ticket for me.	医生说再不休息视网膜就要裂了。视网膜要是真裂了，帮我提个 bug 单吧。
eyes_c3	1	lu_pain	*drops in eye* …Everything's blurry, everything's shaking. Except the overtime spreadsheet. That one's crystal clear. Painfully clear.	*滴了滴眼药水* ……什么都糊，什么都在晃。就那张加班表清楚得很，清楚得让人想哭。
eyes_c3	2	lu_eyes	Wrap up and get out. The longer you stay, the more your eyes burn. Trust me.	赶紧拍完走人吧。你待得越久，眼睛越废。信我。
girl_dots	1	girl_blank	...	……
girl_insult	1	girl_blank	Leave me alone, creep.	炼铜癖去死
chen_c1	1	chen_wei_neutral	I'm Chen Wei, ops. Server room, network sync, server patrols — all me.	我是陈维，运维组的。机房、网络同步、服务器巡检，都归我管。
chen_c1	2	chen_wei_neutral	Company's doing a big system migration, everyone's on overtime. You're filming? Shoot whatever — nothing sensitive in the lobby.	公司最近在做一轮大规模系统迁移，全员都在加班。你来拍纪录片的？随便拍，大厅这边没什么敏感的。
chen_c1	3	chen_wei_neutral	Just don't go near the server room — signal interference. Your gear might glitch.	就是别往机房那边走——那边信号干扰大，你的设备可能会出问题。
chen_c2	1	chen_wei_neutral	Huh? You just… what were you saying? I think I dropped a packet — not my bag, a data packet. Sync hiccups sometimes.	嗯？你刚才……你刚才说什么来着？我好像丢了一个包——不是背包，是数据包。同步偶尔会卡。
chen_c2	2	chen_wei_neutral	It's been like this — mid-sentence I blank out. Colleagues say I repeat myself. I don't notice at all.	最近总是这样，说到一半就断片。同事说我有时候会把同一句话重复两遍，我自己完全没意识到。
chen_c2	3	chen_wei_neutral	Doctor says not enough rest. Maybe. Go on, I'm listening. I'm listening.	医生说是休息不够。可能吧。你继续，我在听。我在听。
chen_c3	1	chen_wei_neutral	How many times have you talked to me today? Three? But I only remember… two. The middle part got deleted somehow.	你今天第几次来找我了？三次？可是我只记得……两次。中间那段好像被人删掉了。
chen_c3	2	chen_wei_neutral	Something I can't figure out — yesterday on shift I was checking lines on the third floor, and security says they saw me walk through the lobby on the first. I can't be in two places.	有个事我一直想不通——昨天值班的时候，我在机房三楼检查线路，同时保安说看见我在一楼大厅走过。我不可能同时在两个地方。
chen_c3	3	chen_wei_neutral	Unless… I have two instances running. One front-end, one back-end. But people don't have instances, right?	除非……我有两个实例在跑。一个在前台，一个在后台。但人不会有实例的，对吧？
chen_c4	1	chen_wei_neutral	I was standing over there, then blink — I'm here. Don't remember walking between. That's not zoning out… that's a frame skip.	我刚才站在那边，然后一眨眼就在这儿了。中间的路我完全不记得走过。这不是走神……这是跳帧。
chen_c4	2	chen_wei_neutral	Last week I did a network cutover on B2 — you know B2? Basement level two. Cables everywhere, but they weren't plugged into servers. They were plugged into…	上周去 B2 做网络割接的时候——你知道 B2 吗？地下二层。那天机房里全是线缆，但不是插在服务器上的，是插在……
chen_c4	3	chen_wei_neutral	…Never mind. System's logging everything. Your camera — did you get me? Check if I'm shaking in the photos.	……不说了。系统在监控日志。你的相机——你拍到我了吗？你看看照片里我是不是一直在抖？
chen_c5	1	chen_wei_neutral	Don't stare at me… I can feel the render pipeline overloading. Every second you look, I flicker once more.	别盯着我看……我能感觉到渲染管线在超载。你多看一秒，我就多闪一次。
chen_c5	2	chen_wei_neutral	I remember now. That day on B2… cables plugged into people. Still breathing, but eyes blacked out. I didn't dare say anything… and the next day I became like this.	我想起来了。B2 那天……那些线缆插在人身上。他们还在呼吸，但眼睛是黑屏的。我当时没敢说……然后第二天我就变成了这样。
chen_c5	3	chen_wei_neutral	They call it an "upgrade." But the Chen Wei before the upgrade… where did he go?	他们说这叫「升级」。可是升级之前的那个陈维……去哪了？
student_c1	1	shrink_girl_neutral	Hi… I'm waiting for my mom to pick me up. She said she works at this company.	你好……我在等妈妈来接我。她说在这个公司上班。
student_c1	2	shrink_girl_neutral	Been waiting a long time. Everyone's busy. Nobody pays attention to me.	等了好久了。叔叔阿姨们都很忙，没人理我。
student_c2	1	shrink_girl_neutral	A man in a white coat had me come inside for a bit — pressed some device to my wrist, buzzing for a long time. My hand's been numb since.	刚才有个穿白大褂的叔叔让我进去坐了一会儿，拿仪器贴在我手腕上嗡嗡响了好久。出来之后手就一直发麻。
student_c2	2	shrink_girl_neutral	See how long my sleeves are? It's not that the jacket's big — I don't want people to see… never mind.	你看我这袖子多长——不是衣服大，是我不想让人看到……算了。
student_c3	1	shrink_girl_neutral	A lady tried to shake my hand last time. I reached out and she screamed and ran. It just… got a little thinner, that's all.	上次有个阿姨想跟我握手，我伸出手她就尖叫着跑了。只是……变细了一点而已。
student_c3	2	shrink_girl_neutral	I haven't reached out since. Hands stay in the sleeves. Don't look.	从那之后我就不伸手了。缩在袖子里，谁都别看。
student_c4	1	shrink_girl_neutral	The white-coat man came back, took one look and said "hand collapse, failed unit, leave her for now." …Failed? What did I fail?	白大褂叔叔又来了，看了一眼说「手部塌陷，失败品，先放着。」……失败了？我哪里失败了？
student_c4	2	shrink_girl_reveal	My fingers got so long and thin, extra joints everywhere. That's not my hand. But when I curl my pinky, it curls.	指头变得好长好细，关节多出来好几个。这不是我的手。可是我弯小指，它就弯。
student_c5	1	shrink_girl_reveal	Can you call my mom? Tell her… don't come pick me up. She'll be scared if she sees my hands.	帮我打个电话好吗……跟妈妈说别来接我了。她看到我的手会怕的。
student_c5	2	shrink_girl_reveal	You want to run too, don't you. It's okay. I'm used to it.	你也想跑对不对。没关系。我习惯了。
wu_c1	1	wu_ang_neutral	Wu Ang, algorithm team. Train models, tune hyperparams, watch loss curves — daily routine.	吴昂，算法组的。训模型、调超参、看 loss 曲线，日常三件套。
wu_c1	2	wu_ang_neutral	Film away, but keep it wide — close-ups aren't flattering. Two weeks without going home, not looking my best.	你拍吧，尽量拍远景——近距离不太上镜。两周没回家了，状态不好。
wu_c2	1	wu_ang_s2	Scared myself in the mirror today — eyes different colors, one yellowish one grayish. Ears too, completely different shapes on each side.	今天照镜子吓了一跳——左右眼颜色不一样，一只偏黄一只偏灰。耳朵也是，两边形状完全不同。
wu_c2	2	wu_ang_s2	Probably haven't looked in a mirror in too long. Can you take a photo? I want to see what I actually look like.	大概是太久没照镜子了。你帮我拍张照呗？我想确认一下自己长什么样。
wu_c3	1	wu_ang_s2	Looked at the photo. Those shoulders, that chest — not mine. I'm 170, sixty kilos. The person in the photo looks like a weightlifter.	照片看了。那副肩膀、那个胸膛——不是我的。我一米七六十公斤，照片里的人像举重运动员。
wu_c3	2	wu_ang_s2	There's a line around my neck, a full circle. Not from a necklace… like a seam where head and body were stitched together.	脖子上有一条线，整整一圈。不是项链勒的……像是把头和身体缝在一起的接痕。
wu_c3	3	wu_ang_s2	Colleague Liu had the same thing last week — found seams on his body. Then he took extended leave. Never came back.	同事小刘上周也发现身上有接缝。然后他就请了长假，再没来过。
wu_c4	1	wu_ang_s3	Don't look at me like that. I know I look rough, but it's just too much overtime. Bad complexion is normal. Body changing is normal. People change.	你别那样看我。我知道最近气色不好，但我就是加班太多了。脸色不好很正常。身材走样也很正常。人本来就会变的嘛。
wu_c4	2	wu_ang_s3	The line on my neck? Allergies. Definitely allergies. Season change. I'll put a band-aid on it myself, thanks.	脖子那条线？过敏。绝对是过敏。换季了嘛。你不用帮我看，我自己贴个创可贴就好了。
wu_c5	1	wu_ang_s3	Hey, don't get so close — not mad, just… skin's sensitive lately. You standing that close makes me uncomfortable. Probably a rash. Yeah, a rash.	哎你别靠这么近——不是，我没生气，就是……最近皮肤敏感，你离太近我会不舒服。可能起疹子了。对，就是疹子。
wu_c5	2	wu_ang_s3	Wide shots only. Up close it just… doesn't look good. Probably lack of sleep — face and body don't quite… match. Sleep it off, it'll be fine.	你拍远景就好。近了的话……不好看。大概是最近没休息好，显得脸和身上不太……协调。没事的，睡一觉就好了。
han_c1	1	han_lu_neutral	Welcome to Human Company. I'm Han Lu at the front desk. Sign in here, get your badge there, elevators on the left.	欢迎来到人类公司，我是前台韩露。这边登记一下，领个访客牌，电梯在左手边。
han_c1	2	han_lu_neutral	Standard tour route is marked on the floor — follow the arrows. Come find me if you need anything.	标准参观路线已经安排好了，跟着地上的箭头走就行。有什么需要随时来找我。
han_c1	3	han_lu_neutral	Good luck with the shoot! Send us anything good you capture.	祝你拍摄顺利！有什么好素材别忘了发我们一份。
han_c2	1	han_lu_neutral	Sorry — new policy, we nod instead of shaking hands. Reduce contact risk. Company's been doing this since last month.	不好意思，新规定——我们用点头代替握手，减少接触传播风险。公司从上个月开始就这样了。
han_c2	2	han_lu_neutral	Just tell me what you need — no need to hand things over. I'm… not really in a position to reach out.	你要办什么手续直接跟我说就行，不用递东西过来。我这边……不太方便伸手。
han_c3	1	han_lu_reveal	No peace signs, no waving. …Why are you staring at my hands? Totally normal. Five fingers. Always five. You miscounted.	别比耶，也别挥手。……你干嘛一直盯着我的手看？很正常。五根。一直都是五根。你数错了。
han_c3	2	han_lu_reveal	If you insist on a handshake I'll have to log you as a security incident. Front desk has its rules.	你要非跟我握手不可，我就只能把你登记成安全事件了。前台有前台的规矩。
gu_c1	1	gu_ying_neutral	I'm Li Dongyang, brand comms. Company image, social media, all of it.	我是李东阳，品牌宣传部的。公司对外形象、社交媒体运营都是我负责。
gu_c1	2	gu_ying_neutral	You're filming? Good. Let me know what you need.	你来拍纪录片的？好。有什么需要跟我说。
gu_c2	1	gu_ying_reveal_sad	You're back… I'm sorry, I don't know why… I feel so sad. Can you… wait a moment…	你又来了……对不起，我不知道为什么……好难过。你能不能……等一下……
gu_c2	2	gu_ying_reveal_sad	I'm fine. Really fine. Just suddenly… so, so sad. Can't explain it. Go ahead, I'll pull myself together.	我没事。真的没事。就是突然觉得……特别特别难过。说不上来为什么。你先走吧，我缓一缓。
gu_c3	1	gu_ying_neutral	Hello. I'm Li Dongyang, brand comms. How can I help you?	你好。我是李东阳，品牌宣传部的。有什么可以帮你的吗？
gu_c3	2	gu_ying_neutral	Huh? Last time? What last time? I don't remember. …Wrong person, maybe?	嗯？上次？什么上次？我不记得。……你是不是认错人了？
gu_c4	1	gu_ying_reveal_smile	You know what — I'm in such a good mood today. Can't explain why. Everything feels great. You feel great too, right?	你知道吗——我今天心情特别好。也说不上来为什么。就是觉得什么都挺好的。你也觉得挺好的对吧？
gu_c4	2	gu_ying_reveal_smile	Why that face? Smile. Look, I'm smiling. Can't stop smiling. That's good, right?	你怎么那个表情？笑一下嘛。你看我就在笑。一直在笑。停不下来。挺好的。
gu_c5	1	gu_ying_reveal_smile	You're here? Great. I'm so happy every time you come. Last time I was happy too. The time before I was sad — wait, sad? Why was I sad?	你来了？太好了。每次你来我都好开心。上次你来我也好开心。再上次你来我好难过——等等，我好难过？我为什么会好难过？
gu_c5	2	gu_ying_reveal_smile	Whatever. Happy now is what matters. Look, I'm smiling. Smiling means happy. Right? …Right?	算了。现在开心就好了。你看我在笑。我在笑就说明我很开心。对吧？……对吧？
cheng_c1	1	cheng_shu_neutral	I'm Cheng Shu, compliance. Archives, audit trails, presence records — all me.	我是程书，合规部的。公司所有流程的存档、审计留痕、在场记录，都归我管。
cheng_c1	2	cheng_shu_neutral	Perfect timing — every shoot needs a witness on record. Regulations. I can accompany the whole way.	你来拍纪录片正好——每一段拍摄都需要有见证人在场，这是规定。我可以全程陪同。
cheng_c2	1	cheng_shu_neutral	Do me a favor — keep me in frame when you shoot. Every clip needs my presence proof. Compliance requirement.	对了，帮我一个忙——拍摄的时候把我也带进画面里。每一段素材里都要有我的在场证明，这是合规要求。
cheng_c2	2	cheng_shu_neutral	You have to capture me. I'll adjust the position, you press the shutter. Please — this matters a lot to me.	你一定要拍到我。站位我来调，你按快门就行。拜托了，这个对我很重要。
cheng_c3	1	cheng_shu_neutral	You took photos, right? Check for me… am I in them?	你拍了吗？拍了对吧？你帮我看看……我在里面吧？
cheng_c3	2	cheng_shu_neutral	…Not there? How? I was dead center. Take another one. I won't move this time.	……不在？怎么会不在？我明明站在正中间。再拍一张。这次我不动。
cheng_c3	3	cheng_shu_neutral	Maybe your camera's broken. Try a different angle. …You're sure you were aimed at me?	可能是你的相机有问题。换个角度试试。……你确定你对准我了？
cheng_c4	1	cheng_shu_neutral	I should be in every clip. Every single one. Regulations. I was there. I didn't move. Why am I never in the photos.	我每一段都该在的。每一段。这是规定。我站在那里了。我没有动。为什么就是没有我。
cheng_c4	2	cheng_shu_neutral	…Never mind. Compliance people, low profile. …Right?	……算了。做合规的嘛。存在感本来就低。……是吧。
uncle_p1	1	uncle_normal	Walking the dog, same as every day. This mutt's clingier than my grandkids — won't stop whining if I skip a day.	嘿，遛着呢，天天都得遛。这狗啊，比我孙子还黏人，一天不带出来就嗷嗷叫。
uncle_p1	2	uncle_normal	Weird thing lately — keeps pressing its whole body against me, like trying to crawl inside. Makes me itch all over.	说来也怪，最近这家伙老往我身上蹭——不是那种亲热的蹭，是整个身子都贴上来，像要钻进去一样。蹭得我浑身发痒。
uncle_p1	3	uncle_normal	Your people said I could walk the dog in the flower beds here, even free checkups. Nice — though I think the checkup wasn't just for the dog?	你们公司的人跟我说可以带狗来这边的花坛转转，还给免费体检。挺好的——不过那体检好像不只是给狗做的？
uncle_p2	1	uncle_anxious	No no no — the leash is empty! Where's the dog?!	不对不对不对——绳子上空了！狗去哪儿了？！
uncle_p2	2	uncle_anxious	I didn't move! How is it gone? Leash still in my hand, clasp still locked — did it undo itself from the inside?!	我刚才就站在这儿没动过，它怎么就没了？绳子还在我手里，扣环还是锁着的——它从里面解开的？它怎么会解扣？！
uncle_p2	3	uncle_anxious	You work here — you must've seen it! A yellow mutt… you had to see it… it couldn't have just run off…	你在公司上班……你肯定看见了吧？一条黄毛的土狗……你一定看见了……它不可能自己跑的……
uncle_p3	1	uncle_horror	Hsssh... hsssh...	斯哈……斯哈……
lin_branch_probe	1	doubao_glitch	(placeholder) Efficiency reform means... optimizing... human resources. Please rephrase your query.	（占位）效率改革，是指……优化……人力资源。请换一种提问方式。
lin_branch_probe	2	doubao_calm	(placeholder) This concludes the available information. Thank you.	（占位）以上是可提供的全部信息，谢谢。
